id,title,author,text,label
114,Secret city found under ocean,Vikas Singh,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  Experts dismissed the rumors as misinformation and fake news.,1
115,Government announces new policy,Health Desk,verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  Authorities stated that the project would continue in the coming months.,0
116,New technology improves healthcare,Health Desk,"verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  The report highlighted improvements in efficiency, security, and accessibility.",0
117,Government announces new policy,Rohit Sharma,verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  Experts believe the changes may positively affect economic growth and employment.,0
118,Scientists discover medical breakthrough,Anjali Mehta,verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  Authorities stated that the project would continue in the coming months.,0
119,Government announces new policy,Rohit Sharma,verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  Experts believe the changes may positively affect economic growth and employment.,0
120,Chocolate gives superpowers,Anjali Mehta,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  No official sources confirmed the shocking statement published online.,1
121,Chocolate gives superpowers,Vikas Singh,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  No official sources confirmed the shocking statement published online.,1
122,Miracle cure discovered overnight,Fake Media,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  No official sources confirmed the shocking statement published online.,1
123,Stock market reaches new highs,Health Desk,verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  Researchers published findings after successful experiments and peer review.,0
124,Stock market reaches new highs,Anjali Mehta,verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  Authorities stated that the project would continue in the coming months.,0
125,Man travels through time,Internet Rumors,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  Several users shared manipulated images related to the false report.,1
